QALD2_tr-65	<dbpedia:Atomics_International>	1.471975326538086
QALD2_tr-65	<dbpedia:General_Atomics>	1.4706461429595947
QALD2_tr-65	<dbpedia:Nuclear_Research_and_Consultancy_Group>	1.4077353477478027
QALD2_tr-65	<dbpedia:Israel_Aerospace_Industries>	1.4044747352600098
QALD2_tr-65	<dbpedia:List_of_companies_in_the_nuclear_sector>	1.394432544708252
QALD2_tr-65	<dbpedia:Lockheed_Martin_Aeronautics>	1.373071789741516
QALD2_tr-65	<dbpedia:Aerion>	1.3700119256973269
QALD2_tr-65	<dbpedia:National_Aerospace_Laboratories>	1.3666999340057373
QALD2_tr-65	<dbpedia:Boeing_Phantom_Works>	1.3641687631607056
QALD2_tr-65	<dbpedia:Hellenic_Aerospace_Industry>	1.363837718963623
QALD2_tr-65	<dbpedia:Skunk_Works>	1.3602790832519531
QALD2_tr-65	<dbpedia:Supersonic_Aerospace_International>	1.3584749698638916
QALD2_tr-65	<dbpedia:General_Atomics_Aeronautical_Systems>	1.3543206453323364
QALD2_tr-65	<dbpedia:North_American_Aviation>	1.3518800735473633
QALD2_tr-65	<dbpedia:Saudia_Aerospace_Engineering_Industries>	1.3510355949401855
QALD2_tr-65	<dbpedia:Space_Nuclear_Propulsion_Office>	1.3502997159957886
QALD2_tr-65	<dbpedia:Phoenix_Nuclear_Labs>	1.345694899559021
QALD2_tr-65	<dbpedia:China_Aerospace_Science_and_Industry_Corporation>	1.3448727130889893
QALD2_tr-65	<dbpedia:Esterline>	1.344352960586548
QALD2_tr-65	<dbpedia:Nukem_Technologies>	1.3410418033599854
QALD2_tr-65	<dbpedia:Umpqua_Research_Company>	1.3398969173431396
QALD2_tr-65	<dbpedia:Nextant_Aerospace>	1.336312174797058
QALD2_tr-65	<dbpedia:Nukem_Energy>	1.3357460498809814
QALD2_tr-65	<dbpedia:Nuclear-powered_aircraft>	1.3354380130767822
QALD2_tr-65	<dbpedia:National_Aerospace_Laboratory_of_Japan>	1.3349835872650146
QALD2_tr-65	<dbpedia:Deep_Space_Industries>	1.333721399307251
QALD2_tr-65	<dbpedia:SP-100>	1.332550048828125
QALD2_tr-65	<dbpedia:Rolls-Royce_Marine_Power_Operations>	1.3317378759384155
QALD2_tr-65	<dbpedia:Aerospace_Industries_Association>	1.33138906955719
QALD2_tr-65	<dbpedia:Hydromash>	1.3312442302703855
QALD2_tr-65	<dbpedia:Dynamic_Materials_Corporation>	1.3273414373397827
QALD2_tr-65	<dbpedia:Turkish_Aerospace_Industries>	1.325963020324707
QALD2_tr-65	<dbpedia:Space_Industries_Incorporated>	1.324698805809021
QALD2_tr-65	<dbpedia:Overhoff_Technology>	1.323870062828064
QALD2_tr-65	<dbpedia:Airtech_Canada>	1.3237895965576172
QALD2_tr-65	<dbpedia:Areva>	1.3235530853271484
QALD2_tr-65	<dbpedia:Korea_Aerospace_Industries>	1.3229069709777832
QALD2_tr-65	<dbpedia:Kawasaki_Aerospace_Company>	1.3202545642852783
QALD2_tr-65	<dbpedia:TerraPower>	1.3198223114013672
QALD2_tr-65	<dbpedia:Sertco>	1.31969952583313
QALD2_tr-65	<dbpedia:GE_Aerospace>	1.3192168474197388
QALD2_tr-65	<dbpedia:China_Aerospace_Science_and_Technology_Corporation>	1.3189421892166138
QALD2_tr-65	<dbpedia:INVAP>	1.3181371688842771
QALD2_tr-65	<dbpedia:The_Aerospace_Corporation>	1.3175559043884275
QALD2_tr-65	<dbpedia:Atec,_Inc.>	1.3169329166412354
QALD2_tr-65	<dbpedia:British_Aerospace>	1.3168309926986694
QALD2_tr-65	<dbpedia:Rohr,_Inc.>	1.313690423965454
QALD2_tr-65	<dbpedia:Aerospace_Valley>	1.313638687133789
QALD2_tr-65	<dbpedia:Bigelow_Aerospace>	1.3135936260223389
QALD2_tr-65	<dbpedia:Aircraft_Nuclear_Propulsion>	1.3116542100906372
QALD2_tr-65	<dbpedia:Raytheon_Space_and_Airborne_Systems>	1.3113844394683838
